Idade,Genero,Estados,Cargo,Carreira,Faixa salarial,Experiencia,Raça
24,Masculino,São Paulo (SP),Outra opção,Pleno,2500.0,de 1 a 2 anos,Branca
31,Masculino,São Paulo (SP),Outra opção,Sênior,14000.0,de 5 a 6 anos,Branca
26,Feminino,Minas Gerais (MG),Analista de Dados,Pleno,14000.0,de 3 a 4 anos,Branca
44,Masculino,São Paulo (SP),Outra opção,Sênior,10000.0,Mais de 10 anos,Branca
35,Masculino,São Paulo (SP),Engenheiro de dados,Sênior,10000.0,de 5 a 6 anos,Branca
40,Masculino,Distrito Federal (DF),Engenheiro de dados,Sênior,10000.0,de 5 a 6 anos,Branca
36,Feminino,Minas Gerais (MG),Outra opção,Júnior,1500.0,de 1 a 2 anos,Parda
28,Masculino,Rio de Janeiro (RJ),Analista de BI,Júnior,1500.0,Menos de 1 ano,Parda
31,Feminino,São Paulo (SP),Analista de Dados,Sênior,22500.0,de 5 a 6 anos,Branca
23,Masculino,Paraná (PR),Analista de Dados,Júnior,2500.0,de 1 a 2 anos,Branca
21,Masculino,Rio Grande do Sul (RS),,,,,Branca
33,Masculino,São Paulo (SP),Analista de Dados,Pleno,5000.0,de 3 a 4 anos,Branca
51,Feminino,São Paulo (SP),Outra opção,Sênior,7000.0,Mais de 10 anos,Branca
30,Feminino,Minas Gerais (MG),Analista de BI,Pleno,7000.0,de 1 a 2 anos,Parda
24,Masculino,Minas Gerais (MG),Analista de BI,Júnior,1500.0,de 1 a 2 anos,Branca
27,Masculino,Pernambuco (PE),Cientista de dados,Pleno,10000.0,de 1 a 2 anos,Parda
25,Masculino,Distrito Federal (DF),Analista de BI,Júnior,1500.0,Menos de 1 ano,Branca
25,Feminino,Mato Grosso (MT),Analista de Dados,Júnior,1500.0,de 1 a 2 anos,Parda
34,Masculino,Paraíba (PB),,,14000.0,Menos de 1 ano,Branca
38,Masculino,Distrito Federal (DF),Outra opção,Sênior,10000.0,Mais de 10 anos,Branca
28,Masculino,Minas Gerais (MG),Analista de BI,Pleno,7000.0,de 3 a 4 anos,Parda
24,Feminino,Minas Gerais (MG),Engenheiro de dados,Pleno,5000.0,de 3 a 4 anos,Parda
30,Masculino,Paraná (PR),Cientista de dados,Pleno,10000.0,de 7 a 10 anos,Branca
41,Masculino,Rio de Janeiro (RJ),,,22500.0,Mais de 10 anos,Branca
38,Masculino,Paraná (PR),Cientista de dados,Pleno,10000.0,de 1 a 2 anos,Branca
33,Masculino,São Paulo (SP),,,5000.0,Menos de 1 ano,Branca
31,Masculino,São Paulo (SP),Analista de Dados,Pleno,10000.0,de 3 a 4 anos,Branca
23,Masculino,Minas Gerais (MG),Engenheiro de dados,Júnior,3500.0,de 1 a 2 anos,Branca
26,Masculino,Bahia (BA),Analista de BI,Pleno,5000.0,de 1 a 2 anos,Parda
41,Feminino,Rio de Janeiro (RJ),Analista de Dados,Sênior,10000.0,Mais de 10 anos,Preta
46,Feminino,Rio de Janeiro (RJ),,,,,Parda
25,Feminino,São Paulo (SP),Analista de Dados,Júnior,3500.0,de 1 a 2 anos,Branca
35,Feminino,Paraná (PR),Analista de Dados,Sênior,5000.0,de 3 a 4 anos,Amarela
37,Masculino,Mato Grosso do Sul (MS),,,10000.0,Menos de 1 ano,Preta
27,Masculino,Minas Gerais (MG),Cientista de dados,Pleno,10000.0,de 3 a 4 anos,Branca
48,Masculino,Distrito Federal (DF),Engenheiro de dados,Júnior,7000.0,de 1 a 2 anos,Parda
26,Feminino,São Paulo (SP),Analista de Dados,Pleno,5000.0,de 3 a 4 anos,Parda
23,Masculino,Mato Grosso do Sul (MS),Outra opção,Pleno,10000.0,de 3 a 4 anos,Branca
51,Masculino,São Paulo (SP),,,35000.0,Mais de 10 anos,Branca
40,Feminino,Santa Catarina (SC),,,,,Branca
30,Masculino,São Paulo (SP),Outra opção,Pleno,5000.0,de 1 a 2 anos,Branca
27,Masculino,São Paulo (SP),Engenheiro de dados,Sênior,27500.0,de 4 a 6 anos,Branca
32,Feminino,São Paulo (SP),Cientista de dados,Júnior,5000.0,de 1 a 2 anos,Branca
30,Masculino,São Paulo (SP),Outra opção,Sênior,7000.0,de 1 a 2 anos,Branca
23,Masculino,Mato Grosso (MT),Analista de Dados,Pleno,10000.0,de 1 a 2 anos,Parda
29,Feminino,Bahia (BA),Analista de Dados,Pleno,3500.0,de 1 a 2 anos,Branca
21,Masculino,Distrito Federal (DF),Analista de Dados,Júnior,1500.0,de 1 a 2 anos,Branca
31,Feminino,Minas Gerais (MG),,,,,Parda
18,Feminino,Paraná (PR),,,,,Branca
28,Masculino,São Paulo (SP),Engenheiro de dados,Sênior,10000.0,de 3 a 4 anos,Parda
41,Feminino,Bahia (BA),Analista de BI,Sênior,7000.0,de 5 a 6 anos,Parda
27,Masculino,Rio de Janeiro (RJ),Analista de Dados,Pleno,3500.0,de 3 a 4 anos,Parda
28,Masculino,São Paulo (SP),Analista de Dados,Pleno,7000.0,de 3 a 4 anos,Parda
39,Feminino,Minas Gerais (MG),Cientista de dados,Sênior,14000.0,de 7 a 10 anos,Branca
31,Masculino,Paraná (PR),Cientista de dados,Pleno,10000.0,de 3 a 4 anos,Branca
34,Masculino,Bahia (BA),Outra opção,Júnior,3500.0,Não tenho experiência na área de dados,Preta
29,Masculino,Mato Grosso do Sul (MS),Analista de BI,Pleno,7000.0,de 1 a 2 anos,Parda
26,Feminino,São Paulo (SP),Cientista de dados,Pleno,7000.0,de 3 a 4 anos,Branca
27,Masculino,Pará (PA),Cientista de dados,Júnior,2500.0,Menos de 1 ano,Branca
29,Masculino,São Paulo (SP),,,14000.0,de 4 a 6 anos,Preta
26,Masculino,São Paulo (SP),Engenheiro de dados,Sênior,10000.0,de 5 a 6 anos,Branca
28,Feminino,São Paulo (SP),Analista de Dados,Júnior,1500.0,Menos de 1 ano,Branca
25,Feminino,São Paulo (SP),Cientista de dados,Pleno,3500.0,de 3 a 4 anos,Branca
25,Masculino,São Paulo (SP),Analista de Dados,Sênior,27500.0,de 3 a 4 anos,Parda
26,Masculino,São Paulo (SP),Cientista de dados,Júnior,5000.0,de 3 a 4 anos,Amarela
27,Masculino,Ceará (CE),Engenheiro de dados,Sênior,14000.0,de 3 a 4 anos,Branca
27,Feminino,Santa Catarina (SC),Analista de Dados,Júnior,5000.0,de 1 a 2 anos,Branca
61,Feminino,,,,,,Preta
50,Masculino,Rio Grande do Sul (RS),Outra opção,Sênior,14000.0,de 7 a 10 anos,Branca
33,Masculino,Rio Grande do Sul (RS),,,18000.0,de 4 a 6 anos,Branca
53,Masculino,São Paulo (SP),,,18000.0,Mais de 10 anos,Branca
38,Masculino,Minas Gerais (MG),,,,,Branca
23,Masculino,São Paulo (SP),Analista de Dados,Pleno,7000.0,de 3 a 4 anos,Branca
36,Feminino,Rio de Janeiro (RJ),Cientista de dados,Sênior,14000.0,de 7 a 10 anos,Branca
38,Feminino,Rio Grande do Sul (RS),Cientista de dados,Pleno,10000.0,Mais de 10 anos,Branca
36,Masculino,Rio de Janeiro (RJ),Analista de Dados,Pleno,7000.0,de 3 a 4 anos,Branca
27,Masculino,São Paulo (SP),Engenheiro de dados,Sênior,14000.0,de 3 a 4 anos,Parda
27,Masculino,São Paulo (SP),Engenheiro de dados,Sênior,14000.0,de 3 a 4 anos,Parda
32,Feminino,Rio de Janeiro (RJ),Outra opção,Pleno,10000.0,de 5 a 6 anos,Branca
22,Feminino,São Paulo (SP),Outra opção,Júnior,3500.0,de 1 a 2 anos,Parda
21,Masculino,São Paulo (SP),Outra opção,Júnior,2500.0,Não tenho experiência na área de dados,Branca
35,Feminino,São Paulo (SP),,,,,Parda
29,Masculino,Pernambuco (PE),Cientista de dados,Sênior,14000.0,de 4 a 6 anos,Preta
37,Feminino,São Paulo (SP),,,,,Branca
28,Feminino,São Paulo (SP),Analista de Dados,Sênior,35000.0,de 3 a 4 anos,Branca
20,Masculino,São Paulo (SP),Analista de Dados,Júnior,7000.0,de 1 a 2 anos,Branca
27,Masculino,Rio de Janeiro (RJ),Engenheiro de dados,Pleno,10000.0,de 1 a 2 anos,Parda
27,Feminino,Goiás (GO),Analista de BI,Pleno,5000.0,Menos de 1 ano,Branca
31,Masculino,São Paulo (SP),Engenheiro de dados,Sênior,14000.0,de 7 a 10 anos,Parda
22,Feminino,Rio Grande do Sul (RS),Analista de BI,Júnior,5000.0,Menos de 1 ano,Branca
33,Feminino,São Paulo (SP),,,,,Branca
26,Masculino,São Paulo (SP),,,,,Branca
28,Masculino,Pernambuco (PE),Analista de BI,Pleno,2500.0,de 1 a 2 anos,Branca
26,Feminino,Paraíba (PB),Engenheiro de dados,Pleno,7000.0,de 4 a 6 anos,Branca
34,Masculino,São Paulo (SP),Cientista de dados,Sênior,22500.0,de 7 a 10 anos,Branca
30,Masculino,São Paulo (SP),Analista de Dados,Pleno,5000.0,de 1 a 2 anos,Branca
31,Masculino,Rio Grande do Sul (RS),Analista de Dados,Júnior,3500.0,de 1 a 2 anos,Branca
28,Masculino,Goiás (GO),Analista de Dados,Pleno,3500.0,de 3 a 4 anos,Branca
27,Masculino,São Paulo (SP),,,14000.0,de 5 a 6 anos,Branca
30,Feminino,São Paulo (SP),Analista de BI,Pleno,5000.0,de 3 a 4 anos,Amarela
29,Masculino,Pernambuco (PE),Analista de BI,Sênior,7000.0,de 4 a 6 anos,Branca
29,Masculino,Rio Grande do Sul (RS),Analista de BI,Sênior,10000.0,de 7 a 10 anos,Branca
24,Feminino,Pernambuco (PE),Cientista de dados,Pleno,5000.0,de 1 a 2 anos,Branca
32,Masculino,São Paulo (SP),Cientista de dados,Júnior,7000.0,de 3 a 4 anos,Branca
24,Feminino,Mato Grosso (MT),Analista de BI,Júnior,2500.0,Menos de 1 ano,Amarela
42,Masculino,Santa Catarina (SC),Engenheiro de dados,Júnior,3500.0,de 1 a 2 anos,Branca
43,Feminino,São Paulo (SP),Engenheiro de dados,Sênior,10000.0,de 4 a 6 anos,Branca
37,Masculino,São Paulo (SP),Analista de BI,Sênior,10000.0,de 5 a 6 anos,Branca
21,Feminino,Goiás (GO),Cientista de dados,Júnior,2500.0,de 1 a 2 anos,Prefiro não informar
40,Masculino,Rio Grande do Sul (RS),,,22500.0,Mais de 10 anos,Branca
33,Feminino,Minas Gerais (MG),Cientista de dados,Sênior,14000.0,de 3 a 4 anos,Branca
39,Feminino,Distrito Federal (DF),Engenheiro de dados,Sênior,27500.0,de 5 a 6 anos,Branca
26,Masculino,São Paulo (SP),Analista de Dados,Sênior,18000.0,de 4 a 6 anos,Parda
27,Feminino,Distrito Federal (DF),Cientista de dados,Pleno,7000.0,de 1 a 2 anos,Preta
23,Masculino,São Paulo (SP),Cientista de dados,Júnior,3500.0,Menos de 1 ano,Branca
31,Feminino,São Paulo (SP),,,14000.0,de 5 a 6 anos,Branca
43,Masculino,Ceará (CE),Outra opção,Sênior,10000.0,de 5 a 6 anos,Parda
31,Masculino,São Paulo (SP),Engenheiro de dados,Sênior,14000.0,de 7 a 10 anos,Branca
25,Masculino,Santa Catarina (SC),Cientista de dados,Júnior,5000.0,de 1 a 2 anos,Branca
28,Masculino,Mato Grosso do Sul (MS),Analista de Dados,Júnior,5000.0,Menos de 1 ano,Parda
36,Feminino,São Paulo (SP),,,18000.0,de 7 a 10 anos,Branca
31,Masculino,Rio de Janeiro (RJ),Cientista de dados,Sênior,10000.0,de 4 a 6 anos,Branca
38,Masculino,São Paulo (SP),,,35000.0,de 7 a 10 anos,Parda
24,Masculino,São Paulo (SP),Cientista de dados,Sênior,10000.0,de 1 a 2 anos,Branca
31,Feminino,São Paulo (SP),,,,,Branca
30,Masculino,São Paulo (SP),,,,,Parda
30,Masculino,São Paulo (SP),,,,,Parda
45,Masculino,Ceará (CE),,,,,Parda
20,Masculino,São Paulo (SP),,,,,Branca
32,Masculino,Mato Grosso do Sul (MS),Analista de BI,Pleno,2500.0,de 1 a 2 anos,Parda
27,Masculino,Ceará (CE),Analista de Dados,Pleno,3500.0,de 1 a 2 anos,Parda
34,Masculino,Rio Grande do Sul (RS),Engenheiro de dados,Pleno,14000.0,de 3 a 4 anos,Branca
42,Masculino,Distrito Federal (DF),Engenheiro de dados,Sênior,10000.0,Mais de 10 anos,Branca
24,Masculino,Pará (PA),Engenheiro de dados,Júnior,1500.0,Menos de 1 ano,Branca
39,Masculino,São Paulo (SP),Outra opção,Sênior,18000.0,Mais de 10 anos,Parda
23,Masculino,Rio Grande do Sul (RS),Analista de BI,Pleno,5000.0,de 3 a 4 anos,Branca
31,Prefiro não informar,São Paulo (SP),Cientista de dados,Pleno,10000.0,de 3 a 4 anos,Branca
24,Masculino,Santa Catarina (SC),Cientista de dados,Pleno,10000.0,de 1 a 2 anos,Branca
28,Masculino,Minas Gerais (MG),Analista de Dados,Pleno,14000.0,de 4 a 6 anos,Branca
51,Masculino,São Paulo (SP),Outra opção,Sênior,10000.0,Mais de 10 anos,Parda
28,Feminino,Minas Gerais (MG),Cientista de dados,Sênior,10000.0,de 3 a 4 anos,Branca
24,Masculino,São Paulo (SP),Analista de Dados,Júnior,2500.0,Menos de 1 ano,Parda
32,Feminino,Amazonas (AM),Outra opção,Sênior,7000.0,de 3 a 4 anos,Branca
36,Masculino,Minas Gerais (MG),Analista de BI,Sênior,10000.0,de 5 a 6 anos,Branca
23,Masculino,Rio Grande do Sul (RS),Analista de Dados,Pleno,3500.0,de 1 a 2 anos,Branca
28,Masculino,Paraná (PR),Analista de Dados,Pleno,7000.0,de 1 a 2 anos,Branca
21,Feminino,Paraná (PR),Analista de Dados,Júnior,2500.0,Menos de 1 ano,Branca
30,Feminino,Minas Gerais (MG),Analista de BI,Júnior,3500.0,de 1 a 2 anos,Branca
20,Masculino,São Paulo (SP),Analista de Dados,Júnior,3500.0,de 1 a 2 anos,Indígena
52,Masculino,São Paulo (SP),,,,,Branca
29,Masculino,Minas Gerais (MG),Engenheiro de dados,Pleno,7000.0,de 3 a 4 anos,Branca
28,Feminino,Espírito Santo (ES),Cientista de dados,Júnior,10000.0,Menos de 1 ano,Parda
26,Masculino,Minas Gerais (MG),Cientista de dados,Júnior,5000.0,de 1 a 2 anos,Branca
30,Feminino,São Paulo (SP),,,,,Parda
34,Masculino,,,,27500.0,de 4 a 6 anos,Branca
27,Masculino,Paraná (PR),Engenheiro de dados,Pleno,10000.0,de 3 a 4 anos,Branca
23,Masculino,Minas Gerais (MG),Engenheiro de dados,Júnior,2500.0,de 1 a 2 anos,Branca
32,Masculino,São Paulo (SP),,,14000.0,de 7 a 10 anos,Preta
34,Masculino,Rio de Janeiro (RJ),Analista de BI,Pleno,5000.0,de 1 a 2 anos,Preta
29,Masculino,Pernambuco (PE),Cientista de dados,Sênior,14000.0,de 4 a 6 anos,Parda
42,Masculino,Pernambuco (PE),Engenheiro de dados,Sênior,18000.0,de 5 a 6 anos,Preta
31,Masculino,São Paulo (SP),Analista de BI,Júnior,5000.0,de 5 a 6 anos,Parda
44,Masculino,,,,35000.0,Mais de 10 anos,Branca
30,Feminino,Paraná (PR),Analista de Dados,Júnior,5000.0,de 1 a 2 anos,Branca
40,Masculino,Minas Gerais (MG),Outra opção,Júnior,7000.0,Menos de 1 ano,Branca
41,Feminino,Rio de Janeiro (RJ),Engenheiro de dados,Sênior,10000.0,Mais de 10 anos,Branca
37,Feminino,São Paulo (SP),Analista de Dados,Pleno,10000.0,de 1 a 2 anos,Branca
29,Masculino,São Paulo (SP),,,,,Branca
45,Masculino,São Paulo (SP),,,40000.0,Mais de 10 anos,Branca
32,Masculino,Minas Gerais (MG),Cientista de dados,Sênior,14000.0,de 3 a 4 anos,Branca
21,Masculino,Paraná (PR),Analista de Dados,Pleno,1500.0,de 1 a 2 anos,Branca
30,Masculino,Rio Grande do Sul (RS),,,14000.0,Mais de 10 anos,Branca
35,Masculino,São Paulo (SP),Engenheiro de dados,Sênior,10000.0,de 1 a 2 anos,Parda
28,Masculino,São Paulo (SP),Engenheiro de dados,Sênior,14000.0,de 3 a 4 anos,Parda
29,Masculino,Santa Catarina (SC),Cientista de dados,Pleno,10000.0,de 1 a 2 anos,Preta
29,Masculino,Minas Gerais (MG),,,10000.0,de 3 a 4 anos,Branca
28,Feminino,Rio de Janeiro (RJ),Analista de Dados,Sênior,5000.0,de 4 a 6 anos,Branca
30,Masculino,São Paulo (SP),,,40000.0,de 4 a 6 anos,Branca
20,Feminino,São Paulo (SP),Outra opção,Júnior,3500.0,de 1 a 2 anos,Branca
39,Masculino,Ceará (CE),Outra opção,Sênior,14000.0,de 1 a 2 anos,Parda
37,Masculino,Rio de Janeiro (RJ),Engenheiro de dados,Sênior,18000.0,de 7 a 10 anos,Branca
22,Masculino,São Paulo (SP),,,,,Branca
33,Feminino,,Analista de Dados,Júnior,1500.0,Menos de 1 ano,Parda
26,Masculino,São Paulo (SP),Cientista de dados,Sênior,14000.0,de 5 a 6 anos,Branca
33,Masculino,São Paulo (SP),,,10000.0,Não tenho experiência na área de dados,Branca
34,Masculino,Rio Grande do Norte (RN),Analista de Dados,Pleno,2500.0,de 3 a 4 anos,Preta
30,Feminino,Distrito Federal (DF),Cientista de dados,Sênior,14000.0,de 7 a 10 anos,Parda
51,Masculino,São Paulo (SP),,,,,Parda
26,Masculino,Paraná (PR),Analista de BI,Pleno,5000.0,de 1 a 2 anos,Parda
27,Masculino,São Paulo (SP),Cientista de dados,Pleno,10000.0,de 1 a 2 anos,Branca
49,Feminino,São Paulo (SP),,,,,Branca
27,Masculino,Minas Gerais (MG),Analista de Dados,Pleno,5000.0,de 1 a 2 anos,Branca
38,Masculino,Amazonas (AM),,,27500.0,de 5 a 6 anos,Branca
49,Masculino,São Paulo (SP),,,14000.0,de 1 a 2 anos,Branca
24,Masculino,São Paulo (SP),Analista de Dados,Pleno,10000.0,de 1 a 2 anos,Branca
36,Feminino,São Paulo (SP),Analista de Dados,Pleno,3500.0,de 1 a 2 anos,Branca
36,Feminino,São Paulo (SP),,,,,Branca
24,Masculino,São Paulo (SP),Cientista de dados,Sênior,10000.0,de 4 a 6 anos,Branca
24,Masculino,Goiás (GO),Analista de BI,Júnior,3500.0,Menos de 1 ano,Parda
27,Feminino,São Paulo (SP),Analista de Dados,Pleno,5000.0,Não tenho experiência na área de dados,Branca
25,Masculino,São Paulo (SP),Cientista de dados,Pleno,10000.0,de 4 a 6 anos,Branca
32,Feminino,Rio de Janeiro (RJ),Outra opção,Sênior,5000.0,Menos de 1 ano,Branca
28,Masculino,Minas Gerais (MG),Analista de Dados,Pleno,10000.0,de 3 a 4 anos,Branca
26,Masculino,Bahia (BA),,,,,Parda
25,Masculino,Minas Gerais (MG),Engenheiro de dados,Sênior,14000.0,de 3 a 4 anos,Parda
33,Masculino,São Paulo (SP),Analista de BI,Júnior,1500.0,Menos de 1 ano,Branca
28,Masculino,Minas Gerais (MG),Analista de Dados,Pleno,10000.0,de 3 a 4 anos,Parda
28,Masculino,São Paulo (SP),Analista de Dados,Pleno,5000.0,de 3 a 4 anos,Branca
43,Masculino,Mato Grosso do Sul (MS),,,14000.0,de 7 a 10 anos,Branca
22,Masculino,Minas Gerais (MG),,,,,Branca
54,Feminino,Rio de Janeiro (RJ),Outra opção,Pleno,27500.0,Menos de 1 ano,Parda
32,Masculino,Ceará (CE),Cientista de dados,Sênior,18000.0,de 4 a 6 anos,Branca
28,Masculino,São Paulo (SP),Cientista de dados,Sênior,18000.0,de 4 a 6 anos,Branca
20,Masculino,Minas Gerais (MG),Analista de Dados,Júnior,1500.0,Menos de 1 ano,Branca
34,Masculino,Minas Gerais (MG),Analista de BI,Pleno,5000.0,de 3 a 4 anos,Branca
30,Masculino,São Paulo (SP),Analista de Dados,Pleno,18000.0,de 1 a 2 anos,Branca
42,Masculino,Paraná (PR),Outra opção,Sênior,27500.0,de 7 a 10 anos,Branca
28,Feminino,,Cientista de dados,Júnior,5000.0,de 1 a 2 anos,Parda
48,Feminino,Rio de Janeiro (RJ),,,10000.0,Mais de 10 anos,Parda
50,Masculino,Rio Grande do Sul (RS),Engenheiro de dados,Sênior,14000.0,Mais de 10 anos,Branca
30,Masculino,São Paulo (SP),Analista de Dados,Júnior,5000.0,Menos de 1 ano,Branca
19,Masculino,Paraná (PR),Engenheiro de dados,Júnior,2500.0,Menos de 1 ano,Branca
26,Masculino,São Paulo (SP),Cientista de dados,Pleno,7000.0,de 3 a 4 anos,Branca
22,Masculino,São Paulo (SP),Analista de BI,Pleno,7000.0,de 3 a 4 anos,Branca
38,Masculino,Paraná (PR),,,18000.0,de 7 a 10 anos,Branca
31,Masculino,Rio Grande do Sul (RS),,,5000.0,de 1 a 2 anos,Branca
42,Masculino,São Paulo (SP),,,14000.0,Mais de 10 anos,Branca
29,Masculino,Alagoas (AL),Engenheiro de dados,Pleno,10000.0,de 3 a 4 anos,Parda
41,Masculino,Rio Grande do Sul (RS),,,14000.0,Mais de 10 anos,Branca
28,Masculino,São Paulo (SP),Analista de Dados,Pleno,5000.0,de 1 a 2 anos,Branca
32,Masculino,São Paulo (SP),,,,,Parda
24,Masculino,Paraná (PR),Cientista de dados,Sênior,14000.0,de 4 a 6 anos,Branca
35,Feminino,Espírito Santo (ES),,,,,Branca
24,Masculino,Pernambuco (PE),Cientista de dados,Pleno,7000.0,de 1 a 2 anos,Branca
24,Masculino,Santa Catarina (SC),Analista de BI,Júnior,5000.0,de 1 a 2 anos,Branca
34,Masculino,Rio de Janeiro (RJ),Analista de BI,Sênior,10000.0,Mais de 10 anos,Branca
25,Feminino,Santa Catarina (SC),Analista de Dados,Júnior,3500.0,de 1 a 2 anos,Branca
26,Masculino,São Paulo (SP),Engenheiro de dados,Sênior,10000.0,de 1 a 2 anos,Parda
21,Masculino,Minas Gerais (MG),Cientista de dados,Júnior,1500.0,Menos de 1 ano,Branca
43,Masculino,São Paulo (SP),Analista de Dados,Sênior,10000.0,de 5 a 6 anos,Branca
55,Masculino,Rio de Janeiro (RJ),Outra opção,Júnior,1500.0,Não tenho experiência na área de dados,Branca
33,Feminino,São Paulo (SP),Analista de Dados,Sênior,18000.0,de 7 a 10 anos,Branca
34,Masculino,Paraná (PR),Cientista de dados,Pleno,10000.0,de 7 a 10 anos,Branca
22,Masculino,São Paulo (SP),Analista de BI,Pleno,7000.0,de 3 a 4 anos,Parda
32,Masculino,Distrito Federal (DF),,,18000.0,de 7 a 10 anos,Branca
30,Masculino,Rio de Janeiro (RJ),Analista de Dados,Sênior,10000.0,de 4 a 6 anos,Parda
31,Masculino,Minas Gerais (MG),Outra opção,Sênior,10000.0,Não tenho experiência na área de dados,Branca
30,Masculino,São Paulo (SP),,,14000.0,de 4 a 6 anos,Branca
43,Masculino,Goiás (GO),,,35000.0,Mais de 10 anos,Branca
40,Masculino,Rio de Janeiro (RJ),Analista de BI,Pleno,7000.0,de 4 a 6 anos,Parda
32,Masculino,Rio de Janeiro (RJ),Engenheiro de dados,Sênior,14000.0,de 3 a 4 anos,Branca
27,Masculino,Minas Gerais (MG),Analista de BI,Pleno,7000.0,de 1 a 2 anos,Branca
44,Masculino,Rio de Janeiro (RJ),Engenheiro de dados,Sênior,18000.0,Mais de 10 anos,Branca
45,Feminino,São Paulo (SP),Analista de Dados,Júnior,2500.0,de 1 a 2 anos,Branca
32,Masculino,Distrito Federal (DF),,,14000.0,de 4 a 6 anos,Branca
30,Masculino,São Paulo (SP),Engenheiro de dados,Sênior,14000.0,de 7 a 10 anos,Preta
35,Masculino,São Paulo (SP),,,,,Branca
25,Masculino,São Paulo (SP),Cientista de dados,Júnior,1500.0,de 1 a 2 anos,Parda
25,Masculino,Rio Grande do Sul (RS),Analista de BI,Júnior,2500.0,Menos de 1 ano,Branca
30,Masculino,São Paulo (SP),Analista de BI,Pleno,7000.0,de 3 a 4 anos,Branca
25,Masculino,Minas Gerais (MG),Analista de BI,Pleno,5000.0,de 4 a 6 anos,Parda
33,Masculino,Santa Catarina (SC),Analista de Dados,Sênior,10000.0,de 3 a 4 anos,Branca
32,Masculino,São Paulo (SP),Outra opção,Júnior,1500.0,Não tenho experiência na área de dados,Branca
26,Masculino,Ceará (CE),Analista de Dados,Júnior,3500.0,de 3 a 4 anos,Preta
28,Masculino,Pará (PA),Cientista de dados,Pleno,10000.0,de 3 a 4 anos,Parda
36,Masculino,Rio Grande do Norte (RN),Analista de BI,Sênior,5000.0,Menos de 1 ano,Branca
41,Masculino,Santa Catarina (SC),Analista de BI,Pleno,14000.0,de 3 a 4 anos,Branca
44,Masculino,São Paulo (SP),Analista de Dados,Sênior,7000.0,Mais de 10 anos,Parda
43,Masculino,Rio de Janeiro (RJ),Cientista de dados,Sênior,35000.0,de 7 a 10 anos,Branca
52,Masculino,Distrito Federal (DF),Engenheiro de dados,Sênior,10000.0,Mais de 10 anos,Preta
51,Feminino,Rio Grande do Sul (RS),Analista de BI,Júnior,2500.0,Menos de 1 ano,Branca
23,Masculino,São Paulo (SP),Cientista de dados,Sênior,10000.0,de 3 a 4 anos,Branca
48,Feminino,São Paulo (SP),,,,,Branca
31,Masculino,São Paulo (SP),Engenheiro de dados,Júnior,5000.0,de 1 a 2 anos,Branca
30,Feminino,Distrito Federal (DF),Analista de Dados,Sênior,10000.0,de 4 a 6 anos,Parda
27,Masculino,São Paulo (SP),Cientista de dados,Júnior,10000.0,de 1 a 2 anos,Branca
30,Feminino,Rio Grande do Norte (RN),Analista de BI,Júnior,1500.0,Menos de 1 ano,Branca
34,Masculino,São Paulo (SP),Analista de Dados,Sênior,35000.0,de 4 a 6 anos,Branca
29,Masculino,São Paulo (SP),Cientista de dados,Sênior,14000.0,de 5 a 6 anos,Branca
34,Masculino,Paraná (PR),Cientista de dados,Pleno,7000.0,Menos de 1 ano,Branca
33,Masculino,Ceará (CE),,,,,Parda
29,Feminino,Pernambuco (PE),Analista de BI,Pleno,3500.0,de 1 a 2 anos,Parda
21,Masculino,São Paulo (SP),Analista de Dados,Júnior,2500.0,de 1 a 2 anos,Branca
29,Feminino,Minas Gerais (MG),Analista de Dados,Sênior,7000.0,de 7 a 10 anos,Branca
41,Masculino,São Paulo (SP),,,27500.0,Mais de 10 anos,Branca
20,Masculino,Minas Gerais (MG),Cientista de dados,Júnior,2500.0,Menos de 1 ano,Branca
23,Masculino,Rio de Janeiro (RJ),Analista de Dados,Júnior,2500.0,de 1 a 2 anos,Branca
25,Masculino,São Paulo (SP),Analista de Dados,Júnior,5000.0,de 1 a 2 anos,Branca
29,Masculino,São Paulo (SP),Cientista de dados,Pleno,7000.0,de 3 a 4 anos,Parda
33,Feminino,São Paulo (SP),Analista de Dados,Pleno,7000.0,de 1 a 2 anos,Branca
23,Masculino,Amazonas (AM),Cientista de dados,Júnior,7000.0,de 1 a 2 anos,Branca
39,Masculino,,Analista de BI,Sênior,27500.0,Mais de 10 anos,Parda
28,Masculino,Paraná (PR),Analista de BI,Pleno,5000.0,de 4 a 6 anos,Parda
40,Masculino,Minas Gerais (MG),Cientista de dados,Pleno,5000.0,de 1 a 2 anos,Branca
42,Masculino,Rio Grande do Sul (RS),Analista de Dados,Sênior,14000.0,de 5 a 6 anos,Branca
25,Masculino,,,,35000.0,de 4 a 6 anos,Branca
35,Masculino,Ceará (CE),Outra opção,Júnior,2500.0,de 1 a 2 anos,Branca
57,Masculino,São Paulo (SP),Analista de Dados,Sênior,10000.0,Mais de 10 anos,Branca
20,Masculino,São Paulo (SP),,,,,Branca
33,Feminino,Minas Gerais (MG),,,,,Branca
40,Masculino,Paraná (PR),Engenheiro de dados,Sênior,14000.0,Mais de 10 anos,Branca
45,Feminino,Rio Grande do Sul (RS),Analista de BI,Sênior,7000.0,Mais de 10 anos,Branca
45,Masculino,Pará (PA),Outra opção,Júnior,10000.0,Não tenho experiência na área de dados,Parda
